objectid,key,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1
401,,660234,6602,34,106,60,0,22,Transversal Tribuga - Arauca,Cruce Ruta 45 (La Fortuna) - Lebrija,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,34+106,60+0,2
402,,70070,7007,0,0,43,0,26,Acceso a Cucuta y Venezuela,Aguaclara - Río de Oro,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,43+0,2
403,2,70NS010,70NS01,0,0,33,0,26,Acceso a Ocaña,La Ondina - Convención,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,33+0,1
404,,74010,7401,0,0,64,0,11,Transversal Puerto rey - Tibú,Puerto Rey - Monteria,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,64+0,2
405,1,45A080,45A08,0,0,18,0,22,Troncal Central,La Cemento - Rionegro,1,3,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,18+0,1
411,1,74030,7403,0,0,43,0,11,Transversal Puerto rey - Tibú,El Viajano - San Marcos,1,2,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,43+0,1
412,,74040,7404,0,0,83,0,23,Transversal Puerto rey - Tibú,Guayepo - Achí,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,83+0,2
413,2,74CR020,74CR02,0,0,55,0,11,,Santa Lucía - Moñitos,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,55+0,1
509,,23VL02_20,23VL02_2,0,0,6,0,25,,El Limón - La Acequia,2,,,1,,IGAC (Contrato 2932/2008),,,,Se asigna codigo 23VL02_2,,,,0+0,6+0,2
414,2,78010,7801,0,0,52,0,11,Conexión Transversal del Caribe - Troncal de Occidente,Lorica - Chinú,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,52+0,1
415,1,78020,7802,0,0,68,350,03,Transversal Depresion Momposina,Puerta de Hierro - Magangué - Yatí,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,68+350,1
416,,80010,8001,0,0,39,1825,03,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Carmen de Bolívar - Plato,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,39+1825,2
417,,80020,8002,0,0,87,820,15,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato – Pueblo Nuevo,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,87+820,2
418,,80030,8003,0,0,116,120,09,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Pueblo Nuevo – Bosconia – Valledupar,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 16+0000 (Ramón Lobo),rev,,,0+0,116+120,2
419,,80MG010,80MG01,0,0,67,650,15,Acceso Transversal Carmen - Bosconia,Santana - La Gloria,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,67+650,2
420,,90010,9001,0,0,43,773,01,Transversal del Caribe,Turbo - Necoclí,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,43+773,2
421,,90020,9002,0,0,86,858,01,Transversal del Caribe,Necoclí – Puerto Rey,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,86+858,2
562,,25040,2504,0,0,106,1515,08,Alternas a la Troncal de Occidente,Popayán - Jamundí,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final es 106+1500 en cartografia,,,,0+0,106+1515,2
563,1,24020,2402,0,0,100,368,14,Circuitos Ecoturisticos Huila - Cauca,Candelaria - Laberinto,1,2,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 47-49; 52-54",,0+0,100+368,1
564,,50050,5005,0,0,23,570,05,Transversal Las Animas - Bogotá,Tres Puertas -La Manuela - Estación Uribe,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR final 23+880 (Ramón Lobo),rev,Act. seg 23-24,,0+0,23+570,2
422,2,90030,9003,0,0,28,0,11,Transversal del Caribe,Moñitos - San Bernardo del Viento,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,28+0,1
423,1,9007A0,9007A,0,0,7,75,15,Alternas a la Transversal del Caribe,Mamatoco - Terminal Marítimo,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,7+75,1
424,,90045,9004,5,850,23,300,11,Transversal del Caribe,Lorica - Coveñas,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,5+850,23+300,2
428,,45A070,45A07,0,0,93,180,22,Troncal Central,San Gil - Bucaramanga,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 90-93,,0+0,93+180,2
429,1,45AST0810,45AST08,10,0,21,735,22,Troncal Central,Palenque - La Cemento,1,3,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 21+0700 (Ramón Lobo),,,,10+100,21+735,1
430,1,27010,2701,0,0,102,0,15,Paralela del Rio Magdalena,Plato -  Salamina,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 34-37,,0+0,102+0,1
431,,66010,6601,0,0,30,0,22,Transversal Tribuga - Arauca,Barrancabermeja - Cruce Ruta 45 (La Lizama),2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,0+0,30+0,2
432,1,50020,5002,0,0,50,0,10,Transversal Las Animas - Bogotá,Las Animas - Mumbú,1,2,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,50+0,1
433,,45A0428,45A04,28,200,67,1134,12,Troncal Central,Bogotá - Ubaté,2,,,1,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-09T00:00:00.000Z,,,,,,28+200,67+1134,2
434,2,600732,6007,32,0,90,150,04,Transversal Puerto Boyaca - Monterrey,Río Minero - Chiquinquirá,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,Act. seg 32 a 34,,32+0,90+150,1
439,3,5008B_12,5008B_1,2,0,4,0,12,,Cruce Quebrada Negra - El Curapo,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,pr inicial y final en Ramón Lobo,,Act. Seg 1 - 3,,2+0,4+0,1
440,,660370,6603,70,0,123,909,18,Transversal Tribuga - Arauca,Cuestaboba - Pamplona,2,,,2,,Google Maps (DC Criterio Técnico),2016-06-15T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_este,Act. seg 123-123+909,,70+0,123+909,2
441,,66033,6603,3,400,70,0,22,Transversal Tribuga - Arauca,Bucaramanga - Cuestaboba,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,"CONCESIÓN BUCARAMANGA – PAMPLONA, entregada el 21 de julio de 2016",,,"Act. seg 8+18; 34-37; 123-123+909",,3+400,70+0,2
442,,660370,6603,70,0,123,909,18,Transversal Tribuga - Arauca,Cuestaboba - Pamplona,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,"CONCESIÓN BUCARAMANGA – PAMPLONA, entregada el 21 de julio de 2016",,,Act. seg 123-123+909,,70+0,123+909,2
435,1,660260,6602,60,0,72,690,22,Transversal Tribuga - Arauca,Lebrija - Palenque,1,3,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,<Null>,<Null>,,,60+0,72+690,1
436,1,660260,6602,60,0,72,690,22,Transversal Tribuga - Arauca,Lebrija - Palenque,1,3,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-05T00:00:00.000Z,,<Null>,<Null>,,,60+0,72+690,1
437,1,62070,6207,0,0,61,1247,22,Transversal del Carare,Cruce Puerto Araujo - Landázuri,1,4,,1,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-07T00:00:00.000Z,,PR Final 61+1380 según Ramón Lobo,,<Null>,,0+0,61+1247,1
438,1,62070,6207,0,0,61,1247,22,Transversal del Carare,Cruce Puerto Araujo - Landázuri,1,4,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR Final 61+1380 según Ramón Lobo,,"Act. seg 45-48; 61-62",,0+0,61+1247,1
449,,620698,6206,98,140,114,49,22,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,98+140,114+49,2
451,1,9006117,9006,117,103,117,664,02,Alternas a la Transversal del Caribe,Puente de la Cordialidad,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,117+103,117+664,1
452,,88010,8801,0,0,52,615,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Buenavista - Cuestecitas,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,Ramón Lobo (PR Fin 52+575 en red vial),,,,0+0,52+615,2
453,,49020,4902,0,0,6,210,09,Troncal del Carbon,La Paz - Río Pereira,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,,,0+0,6+210,2
454,,45A040,45A04,0,0,11,700,12,Troncal Central,Bogotá - Ubaté,2,,,1,,Digital Globe,2016-01-01T00:00:00.000Z,2016-09-29T00:00:00.000Z,,,,,,0+0,11+700,2
455,,55010,5501,0,0,59,0,12,Troncal Central del Norte,Bogotá - Chocontá,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,59+0,2
456,,80040,8004,0,0,13,386,09,Troncal del Carbon,Valledupar - La Paz,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,Act. seg 0-1,,0+0,13+386,2
450,1,880152,8801,52,615,66,300,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Cuestecitas - Paradero,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,52+615,66+300,1
457,,55020,5502,0,0,45,730,04,Troncal Central del Norte,Tunja - Duitama,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,45+730,2
458,,62BY050,62BY05,0,0,13,0,04,Accesos a Yopal,La Ye - Tibasosa - Sogamoso,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 13+0400 (Ramón Lobo),rev,,,0+0,13+0,2
459,1,45010,4501,0,0,109,0,19,Troncal del Magdalena,Puente Internacional San Miguel - Santa Ana,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 17-18; 27-30; 43-47",,0+0,109+0,1
460,1,75060,7506,0,0,73,600,16,Acceso a Mitú,Calamar - San José del Guaviare,1,4,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,73+600,1
461,1,75060,7506,0,0,73,600,16,Acceso a Mitú,Calamar - San José del Guaviare,1,4,,1,,Digital Globe,2016-01-01T00:00:00.000Z,2016-09-20T00:00:00.000Z,,,,,,0+0,73+600,1
462,,25050,2505,0,0,19,0,25,Alternas a la Troncal de Occidente,Cali - Palmira,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,19+0,2
463,,40TLG0,40TLG,0,0,7,0,24,Troncal del Magdalena,Variante Norte de Ibague,2,,,2,,Google Maps,,2016-03-04T00:00:00.000Z,,,3d_mal_central,,,0+0,7+0,2
473,,45HLB0,45HLB,0,0,3,300,14,Troncal del Magdalena,Variante de Garzón,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,,,0+0,3+300,2
464,,62100,6210,0,0,16,1430,04,Accesos a Yopal,Cruce ruta 55 (Duitama) - La Ye,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,16+1430,2
465,1,65150,6515,0,0,129,180,07,Troncal Villagarzon - Saravena,La Cabuya - Saravena,1,3,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR final 129+0070 (Ramón Lobo),rev,"Act. seg 57-58;102-103; 128-129+0180",,0+0,129+180,1
466,1,37020,3702,0,0,42,0,08,,Guadualejo - Irlanda,1,4,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 0-42,,0+0,42+0,1
467,,45020,4502,0,0,60,300,19,Troncal del Magdalena,Santana - Ye de Urcusique,2,,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,SANTANA - MOCOA - NEIVA (ENTREGADA 23-SEPT-2015),,,"Act. seg 24-25; 42-45; 52-53",,0+0,60+300,2
468,,400350,4003,50,365,80,194,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,50+365,80+194,2
469,,400349,4003,49,800,50,80,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,49+800,50+80,2
474,1,45BY010,45BY01,0,0,2,0,04,Transversal Puerto Boyaca - Monterrey,Ramal a Puerto Boyacá,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 0-2,,0+0,2+0,1
478,,40VLA0,40VLA,0,0,10,0,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Sena - Intersección Citronela,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,"CONCESIÓN BUGA – BUENAVENTURA, entregada el 19 de agosto de 2016",,,,,0+0,10+0,2
470,,250679,2506,79,578,87,725,21,Troncal de Occidente,Cartago - Cerritos,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,79+578,87+725,2
471,2,65MTE0,65MTE,0,0,4,0,16,Troncal Villagarzon - Saravena,"Puente Guatiquía - Los Caballos
",1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,4+0,1
472,,65105,6510,5,860,107,600,16,Troncal Villagarzon - Saravena,Villavicencio - Barranca de Upía,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,VILLAVICENCIO - YOPAL (ENTREGADA 8-SEPT-2015),,,,,5+860,107+600,2
486,1,3702129,3702,129,900,130,900,08,,Puente Río Negro - El Palo,1,5,,1,,Google Maps,2016-01-01T00:00:00.000Z,2016-07-07T00:00:00.000Z,,,rev,,,129+900,130+900,1
475,,450745,4507,45,0,61,0,24,Troncal del Magdalena,El Espinal - Girardot,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,45+0,61+0,2
476,,40040,4004,0,0,37,842,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Ibague (Puente Blanco) - Cruce Ruta 45 (Espinal),2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,37+842,2
477,,400115,4001,15,0,19,800,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Citronela - Córdoba,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,"CONCESIÓN BUGA – BUENAVENTURA, entregada el 19 de agosto de 2016",,,,,15+0,19+800,2
479,,40CNC0,40CNC,0,0,6,796,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Fusagasugá,2,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_central,,,0+0,6+796,2
480,,90A010,90A01,47,138,66,218,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,47+138,66+218,2
481,,90A010,90A01,47,82,47,138,02,Transversal del Caribe, Cienega del Totumo,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,47+82,47+138,1
482,,40TLE0,40TLE,0,0,4,338,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Melgar,2,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_central,,,0+0,4+338,2
483,,40050,4005,0,211,62,980,12,Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,2,,,2,,"Google Maps, WFS ANI.",2016-01-01T00:00:00.000Z,2016-06-27T00:00:00.000Z,REVERSIÓN ANI A INVIAS 05/05/2016,,3d_mal_central,,,0+211,62+980,2
484,1,55NSA0,55NSA,0,0,18,160,18,Alternas a la Troncal Central del Norte,Glorieta K8 - Redoma el Salado,1,2,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,PR Final 18+260 en Ramón Lobo,,,,,0+0,18+160,1
485,,4004B0,4004B,0,0,23,800,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Chicoral,2,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,mal 3d,,,0+0,23+800,2
491,,21CRA0,21CRA,0,0,6,780,11,,Variante Oriental de Montería (1),2,,,2,,WFS ANI,,2016-06-02T00:00:00.000Z,,,3d_mal_oeste,,,0+0,6+780,2
492,,25VLG0,25VLG,0,0,2,800,25,,Variante de Bugalagrande     ,3,,,2,,Google Maps,,2016-04-07T00:00:00.000Z,,,,,,0+0,2+800,3
493,1,21036,2103,6,942,10,764,11,Alternas a la Transversal del Caribe,Paso Nacional por Cereté,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 7-8,,6+942,10+764,1
494,,45130,4513,0,0,90,748,22,Troncal del Magdalena,La Lizama -San Alberto,2,,,2,,WFS ANI,2016-01-01T00:00:00.000Z,2016-09-06T00:00:00.000Z,,,,,,0+0,90+748,2
495,,620416,6204,16,0,71,0,01,Troncal de Uraba,Puente Aurra - Medellin,3,,,1,,Google Maps,,2015-12-05T00:00:00.000Z,,,3d_mal_oeste,,,16+0,71+0,3
496,,25070,2507,0,0,0,300,21,Troncal de Occidente,Cerritos - La Virginia,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,0+300,2
497,1,25070,2507,0,300,10,545,21,Troncal de Occidente,Cerritos - La Virginia,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+300,10+545,1
498,,250642,2506,42,550,79,578,25,Troncal de Occidente,La Victoria - Cartago,2,,,2,,WFS ANI,2016-01-01T00:00:00.000Z,2016-10-27T00:00:00.000Z,,,,,,42+550,79+578,2
499,,250642,2506,42,550,79,578,25,Troncal de Occidente,La Victoria - Cartago,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,42+550,79+578,2
500,,29RSD0,29RSD,0,0,13,200,21,Troncal del Eje Cafetero,Variante Condina,2,,,2,,Google Maps,,2016-03-04T00:00:00.000Z,,,,,,0+0,13+200,2
501,,45130,4513,0,0,90,748,22,Troncal del Magdalena,La Lizama -San Alberto,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,90+748,2
502,,56010,5601,0,0,10,500,01,Circuito Medellin - Valle de Rionegro,Medellín - Glorieta Las Palmas,3,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-05T00:00:00.000Z,,,,,,0+0,10+500,3
503,,560110,5601,10,500,49,0,01,Circuito Medellin - Valle de Rionegro,Glorieta Las Palmas - La Unión,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,10+500,49+0,2
504,,66010,6601,0,0,30,0,22,Transversal Tribuga - Arauca,Barrancabermeja - Cruce Ruta 45 (La Lizama),2,,,2,,WFS ANI,2016-01-01T00:00:00.000Z,2016-09-06T00:00:00.000Z,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,0+0,30+0,2
505,,290118,2901,18,300,36,700,21,Troncal del Eje Cafetero,Armenia-Pereira,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,18+300,36+700,2
506,,90A010,90A01,74,1031,77,917,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,74+1031,77+917,2
510,,660219,6602,19,770,34,106,22,Transversal Tribuga - Arauca,Cruce Ruta 45 (La Fortuna) - Lebrija (Vía Sustitutiva HidroSogamoso),2,,,1,,Google Maps,,2016-05-15T00:00:00.000Z,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,3d_mal_central,,,19+770,34+106,2
511,,23VL02_10,23VL02_1,0,0,3,700,25,,El Limón - Rozo,2,,,1,,IGAC (Contrato 2932/2008),,,,Se asigna codigo 23VL02_1,,,,0+0,3+700,2
507,,62050,6205,0,0,9,0,01,Transversal Tribuga - Arauca,Hatillo - Barbosa,3,,,1,,Google Maps,,2015-12-05T00:00:00.000Z,,,3d_mal_central,,,0+0,9+0,3
508,,70100,7010,0,0,8,600,18,Acceso a Cucuta y Venezuela,Cúcuta - Puente Internacional Simón Bolívar,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,8+600,2
512,,23VL020,23VL02,0,0,12,0,25,,Paso de La Torre - Siberia (Variante Yumbo),2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,Se asigna codigo 23VL02,,,,0+0,12+0,2
513,,23VL010,23VL01,0,0,15,0,25,,Glorieta Cencar - Aeropuerto - Cruce Ruta 25,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,Cambia codigo de 25VL01,,,,0+0,15+0,2
514,,70100,7010,0,0,8,600,18,Acceso a Cucuta y Venezuela,Cúcuta - Puente Internacional Simón Bolívar,2,,,2,,WFS ANI,2016-01-01T00:00:00.000Z,2011-11-03T00:00:00.000Z,,,,,,0+0,8+600,2
515,,8004A0,8004A,0,0,38,554,09,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Valledupar - San Juan del Cesar,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,,,0+0,38+554,2
516,,74020,7402,0,0,35,0,11,Transversal Puerto rey - Tibú,Cereté - Cruce Ruta 25 (La Ye),2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,35+0,2
517,1,29RSA0,29RSA,0,0,1,0,21,Troncal del Eje Cafetero,Solución Vial Pereira - Dosquebradas,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR inicial 5+0700 (Ramón Lobo),rev,"Pendiente IGAC, falta PR",,0+0,1+0,1
518,1,2504106,2504,106,549,116,776,25,Alternas a la Troncal de Occidente,Jamundí - Cali,1,2,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,106+549,116+776,1
519,,90A010,90A01,77,928,78,513,03,Transversal del Caribe,Cartagena - Lomita Arena,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,77+928,78+513,2
520,1,90A01109,90A01,109,100,109,652,02,Transversal del Caribe,"Accesos, Orejas y Puente Olaya Herrera",1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,109+100,109+652,1
521,1,60090,6009,0,0,118,0,04,Transversal Puerto Boyaca - Monterrey,Tunja - Páez,1,3,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,118+0,1
